                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.76042,                 2.6056,                0.93921,                0.83993,                0.82081,                0.87988,                0.74257,                  0.605,                 1.1035,                0.89047,             0.00022201,             0.00022201,             0.00022201
                      2,                0.65353,                 1.2161,                0.90735,                0.93805,                0.93868,                0.97306,                0.85429,                0.52879,                0.58705,                0.85463,             0.00022439,             0.00022439,             0.00022439
